driveline,hybrid,city.mpg,fuel.type,highway.mpg,class,make,year,horsepower,torque
All-wheel drive,TRUE,17,Gasoline,23,Manual transmission,Subaru,2011,305,290
All-wheel drive,TRUE,19,Gasoline,25,Manual transmission,Subaru,2011,265,244
Rear-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Ford,2012,225,286
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2012,225,286
Rear-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Ford,2012,225,286
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Toyota,2010,236,266
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Toyota,2010,310,327
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Toyota,2010,310,327
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Toyota,2010,236,266
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Toyota,2010,310,327
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Toyota,2010,310,327
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Toyota,2010,236,266
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Toyota,2010,310,327
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Toyota,2010,310,327
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Toyota,2010,310,327
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Toyota,2010,310,327
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Toyota,2010,381,401
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Toyota,2010,310,327
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Toyota,2010,310,327
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Toyota,2010,381,401
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Toyota,2010,310,327
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Toyota,2010,310,327
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Toyota,2010,381,401
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Toyota,2010,310,327
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Toyota,2010,310,327
Rear-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Four-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Toyota,2010,381,401
Rear-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Ford,2011,225,286
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,10,E85,12,Automatic transmission,Ford,2011,225,286
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Ford,2011,225,286
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
All-wheel drive,TRUE,18,Gasoline,25,Manual transmission,Subaru,2010,265,244
All-wheel drive,TRUE,18,Gasoline,25,Manual transmission,Subaru,2010,265,244
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Dodge,2010,210,235
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Dodge,2010,210,235
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Dodge,2010,210,235
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Dodge,2010,302,329
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Dodge,2010,210,235
Four-wheel drive,TRUE,14,Gasoline,14,Automatic transmission,Dodge,2010,302,329
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Dodge,2010,210,235
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Dodge,2010,302,329
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Dodge,2010,210,235
Four-wheel drive,TRUE,9,E85,12,Automatic transmission,Dodge,2010,302,329
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Dodge,2010,210,235
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Dodge,2010,302,329
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Dodge,2010,210,235
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Dodge,2010,302,329
All-wheel drive,TRUE,19,Gasoline,25,Manual transmission,Subaru,2011,265,244
All-wheel drive,TRUE,19,Gasoline,25,Manual transmission,Subaru,2011,265,244
All-wheel drive,TRUE,18,Gasoline,25,Manual transmission,Subaru,2010,265,244
All-wheel drive,TRUE,18,Gasoline,25,Manual transmission,Subaru,2010,265,244
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2011,315,338
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Chevrolet,2011,302,305
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Chevrolet,2011,302,305
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Chevrolet,2011,403,417
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2011,315,338
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2011,315,338
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Chevrolet,2011,403,417
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Chevrolet,2011,302,305
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2011,315,338
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Chevrolet,2011,302,305
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2011,302,305
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Chevrolet,2011,403,417
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2011,315,338
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Chevrolet,2011,403,417
All-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Subaru,2011,256,247
All-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Subaru,2011,256,247
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Chevrolet,2011,302,305
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2011,315,338
Front-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Chevrolet,2011,302,305
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Chevrolet,2011,302,305
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Chevrolet,2011,403,417
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2011,315,338
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Chevrolet,2011,403,417
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2011,302,305
Four-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2011,315,338
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2011,302,305
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2011,302,305
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Chevrolet,2011,403,417
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2011,315,338
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Chevrolet,2011,403,417
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2011,315,338
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2011,315,338
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2011,315,338
Four-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2011,315,338
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2011,315,338
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2011,315,338
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Chevrolet,2010,302,305
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Chevrolet,2010,302,305
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Chevrolet,2010,195,260
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Chevrolet,2010,195,260
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Chevrolet,2010,302,305
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Chevrolet,2010,302,305
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Chevrolet,2010,195,260
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Ford,2012,225,286
Rear-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Ford,2012,225,286
Rear-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2012,225,286
Rear-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2012,225,286
Rear-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Chevrolet,2010,302,305
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Chevrolet,2010,302,305
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Chevrolet,2010,403,417
Rear-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Chevrolet,2010,403,417
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Chevrolet,2010,403,417
Four-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Chevrolet,2010,403,417
Rear-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Ford,2011,225,286
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Ford,2011,225,286
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,13,Gasoline,17,Automatic transmission,Ford,2011,225,286
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,10,E85,12,Automatic transmission,Ford,2011,225,286
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Chevrolet,2010,302,305
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Chevrolet,2010,302,305
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Chevrolet,2010,302,305
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Chevrolet,2010,403,417
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Chevrolet,2010,403,417
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Chevrolet,2010,302,305
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Chevrolet,2010,403,417
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Chevrolet,2010,403,417
Rear-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,11,E85,16,Automatic transmission,Chevrolet,2010,315,335
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Chevrolet,2010,315,335
Rear-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,10,Gasoline,14,Automatic transmission,Ford,2012,305,420
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,10,Gasoline,14,Automatic transmission,Ford,2012,305,420
Rear-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,10,Gasoline,14,Automatic transmission,Ford,2012,305,420
Rear-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2012,255,350
Rear-wheel drive,TRUE,10,Gasoline,14,Automatic transmission,Ford,2012,305,420
Rear-wheel drive,TRUE,12,Gasoline,15,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,10,Gasoline,14,Automatic transmission,Ford,2011,305,420
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,10,Gasoline,14,Automatic transmission,Ford,2011,305,420
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,10,Gasoline,14,Automatic transmission,Ford,2011,305,420
Rear-wheel drive,TRUE,9,E85,12,Automatic transmission,Ford,2011,255,350
Rear-wheel drive,TRUE,10,Gasoline,14,Automatic transmission,Ford,2011,305,420
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,9,E85,12,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,9,E85,12,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,9,E85,12,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,9,E85,12,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2010,317,385
All-wheel drive,TRUE,18,Gasoline,25,Manual transmission,Subaru,2010,265,258
All-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Subaru,2010,256,247
All-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Subaru,2010,256,247
All-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Subaru,2011,256,247
All-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Subaru,2011,256,247
All-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Subaru,2010,256,247
All-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Subaru,2010,256,247
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2012,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2012,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2012,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2012,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2012,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2012,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2012,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2012,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2012,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2012,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2012,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2012,317,385
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Nissan,2012,317,385
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Nissan,2012,317,385
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,210,235
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Dodge,2011,310,330
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,8,E85,12,Automatic transmission,Dodge,2011,310,330
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Dodge,2011,310,330
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Dodge,2011,310,330
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Dodge,2011,310,330
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Dodge,2011,310,330
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Dodge,2011,310,330
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Dodge,2011,310,330
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Dodge,2011,310,330
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Dodge,2011,310,330
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
